"";"municipalities$address";"lon";"lat"
"1865";"Nemečky, Topoľčany, Slovakia";18,1158244;48,6721907
"1866";"Neporadza, Trenčín, Slovakia";18,1532402;48,8222635
"1867";"Neverice, Zlaté Moravce, Slovakia";18,2753297;48,36725
"1868";"Nezbudská Lúčka, Žilina, Slovakia";18,865577;49,1769606
"1869";"Nitrianska Blatnica, Topoľčany, Slovakia";17,9680164;48,5560218
"1870";"Nitrianske Rudno, Prievidza, Slovakia";18,4768007;48,7986596
"1871";"Nižná, Tvrdošín, Slovakia";19,5211221;49,3108924
"1872";"Nižná Jedľová, Svidník, Slovakia";21,5573914;49,3381576
"1873";"Nižná Pisaná, Svidník, Slovakia";21,6016951;49,3852099
"1874";"Nižná Slaná, Rožňava, Slovakia";20,416158;48,7244695
"1875";"Nižné Repaše, Levoča, Slovakia";20,7031086;49,0865585
"1876";"Nižný Hrušov, Vranov nad Topľou, Slovakia";21,7726541;48,8073315
"1877";"Nižný Lánec, Košice - okolie, Slovakia";21,1089393;48,5377051
"1878";"Nižný Slavkov, Sabinov, Slovakia";20,8503564;49,1024685
"1879";"Norovce, Topoľčany, Slovakia";18,1781144;48,6326718
"1880";"Nová Bystrica, Čadca, Slovakia";19,0077758;49,3444092
"1881";"Nová Kelča, Vranov nad Topľou, Slovakia";21,6945366;49,0597734
"1882";"Nová Polhora, Košice - okolie, Slovakia";21,3156017;48,8321266
"1883";"Nová Ves nad Váhom, Nové Mesto nad Váhom, Slovakia";17,8886175;48,7323677
"1884";"Nováky, Prievidza, Slovakia";18,5420563;48,7190624
"1885";"Nové Zámky, Nové Zámky, Slovakia";18,1571098;47,9881643
"1886";"Nový Salaš, Košice - okolie, Slovakia";21,4745721;48,61119
"1887";"Nýrovce, Levice, Slovakia";18,5746217;48,0245686
"1888";"Oborín, Michalovce, Slovakia";21,8839854;48,5442204
"1889";"Ochtiná, Rožňava, Slovakia";20,3279911;48,6839892
"1890";"Ohrady, Dunajská Streda, Slovakia";17,6993881;47,9895639
"1891";"Okrúhle, Svidník, Slovakia";21,554859;49,1810498
"1892";"Olejníkov, Sabinov, Slovakia";21,0642569;49,1817663
"1893";"Oľšavce, Bardejov, Slovakia";21,3834327;49,2036944
"1894";"Oľšinkov, Medzilaborce, Slovakia";22,0393256;49,1997046
"1895";"Omšenie, Trenčín, Slovakia";18,2275801;48,9016837
"1896";"Ondrašovce, Prešov, Slovakia";21,0793286;48,9887887
"1897";"Opatovce nad Nitrou, Prievidza, Slovakia";18,5708411;48,7625773
"1898";"Opoj, Trnava, Slovakia";17,6425405;48,303654
"1899";"Oravská Jasenica, Námestovo, Slovakia";19,4359288;49,3886262
"1900";"Oravské Veselé, Námestovo, Slovakia";19,3829532;49,4673439
"1901";"Orechová, Sobrance, Slovakia";22,2257683;48,7053703
"1902";"Oreské, Michalovce, Slovakia";21,9042444;48,8598648
"1903";"Osádka, Dolný Kubín, Slovakia";19,3844886;49,1843059
"1904";"Oslany, Prievidza, Slovakia";18,4689788;48,6303068
"1905";"Ostrov, Piešťany, Slovakia";17,7676268;48,6292636
"1906";"Osturňa, Kežmarok, Slovakia";20,2416561;49,3363024
"1907";"Ovčiarsko, Žilina, Slovakia";18,6612112;49,2232682
"1908";"Pača, Rožňava, Slovakia";20,6072879;48,6776022
"1909";"Palárikovo, Nové Zámky, Slovakia";18,0708917;48,0405254
"1910";"Panické Dravce, Lučenec, Slovakia";19,6523768;48,283404
"1911";"Parchovany, Trebišov, Slovakia";21,7141696;48,7521583
"1912";"Partizánske, Partizánske, Slovakia";18,3768911;48,628493
"1913";"Pastuchov, Hlohovec, Slovakia";17,878407;48,4270013
"1914";"Pavčina Lehota, Liptovský Mikuláš, Slovakia";19,5633839;49,0332336
"1915";"Pavlova Ves, Liptovský Mikuláš, Slovakia";19,5842862;49,1292721
"1916";"Pažiť, Partizánske, Slovakia";18,4359655;48,6322562
"1917";"Pečenice, Levice, Slovakia";18,7724832;48,298078
"1918";"Pernek, Malacky, Slovakia";17,146077;48,3667279
"1919";"Petrova Lehota, Trenčín, Slovakia";18,1717874;48,87125
"1920";"Petrovce, Vranov nad Topľou, Slovakia";21,4834603;49,0015919
"1921";"Petrovo, Rožňava, Slovakia";20,3637858;48,7140129
"1922";"Píla, Pezinok, Slovakia";17,3324322;48,3900533
"1923";"Pinkovce, Sobrance, Slovakia";22,1846745;48,6068752
"1924";"Plavé Vozokany, Levice, Slovakia";18,4654954;48,0700072
"1925";"Plavecký Peter, Senica, Slovakia";17,3237226;48,534465
"1926";"Pleš, Lučenec, Slovakia";19,7511607;48,2318968
"1927";"Ploské, Revúca, Slovakia";20,086484;48,6038808
"1928";"Pochabany, Bánovce nad Bebravou, Slovakia";18,1438016;48,6917174
"1929";"Podbrezová, Brezno, Slovakia";19,5396666;48,8098226
"1930";"Podhorany, Prešov, Slovakia";21,3563526;49,0805871
"1931";"Podhradie, Prievidza, Slovakia";18,6312472;48,6852703
"1932";"Podkonice, Banská Bystrica, Slovakia";19,2559335;48,7993646
"1933";"Podlužany, Levice, Slovakia";18,606773;48,2542806
"1934";"Podskalie, Považská Bystrica, Slovakia";18,4544375;49,0445744
"1935";"Pohorelá, Brezno, Slovakia";20,0159509;48,8619672
"1936";"Pohronský Ruskov, Levice, Slovakia";18,6527443;47,9723475
"1937";"Poliakovce, Bardejov, Slovakia";21,4042224;49,2546069
"1938";"Poľný Kesov, Nitra, Slovakia";18,0626999;48,1623741
"1939";"Poluvsie, Prievidza, Slovakia";18,6401775;48,8451138
"1940";"Poproč, Rimavská Sobota, Slovakia";20,0337246;48,5843993
"1941";"Poriadie, Myjava, Slovakia";17,6071953;48,7785128
"1942";"Porúbka, Žilina, Slovakia";18,7246069;49,1538673
"1943";"Poša, Vranov nad Topľou, Slovakia";21,7542592;48,8387462
"1944";"Potoky, Stropkov, Slovakia";21,6259455;49,2582603
"1945";"Považany, Nové Mesto nad Váhom, Slovakia";17,8427909;48,7136883
"1946";"Povrazník, Banská Bystrica, Slovakia";19,3649491;48,71603
"1947";"Prakovce, Gelnica, Slovakia";20,8977335;48,8167424
"1948";"Pravica, Veľký Krtíš, Slovakia";19,4572639;48,3168139
"1949";"Predajná, Brezno, Slovakia";19,4623619;48,8144599
"1950";"Prešov, Prešov, Slovakia";21,2393119;49,0018324
"1951";"Pribeta, Komárno, Slovakia";18,3123052;47,899083
"1952";"Priechod, Banská Bystrica, Slovakia";19,2317916;48,7791057
"1953";"Prietržka, Skalica, Slovakia";17,1960837;48,8050237
"1954";"Príkra, Svidník, Slovakia";21,7383509;49,3622475
"1955";"Prochot, Žiar nad Hronom, Slovakia";18,7066131;48,6122027
"1956";"Pruské, Ilava, Slovakia";18,2107704;49,0260711
"1957";"Ptičie, Humenné, Slovakia";21,9587329;48,9043264
"1958";"Pukanec, Levice, Slovakia";18,7210629;48,3527537
"1959";"Pusté Sady, Galanta, Slovakia";17,8280424;48,3091451
"1960";"Rad, Trebišov, Slovakia";21,8575381;48,4635281
"1961";"Radnovce, Rimavská Sobota, Slovakia";20,2060073;48,3407121
"1962";"Radošina, Topoľčany, Slovakia";17,9377133;48,5469422
"1963";"Radvaň nad Dunajom, Komárno, Slovakia";18,3666614;47,7461215
"1964";"Rafajovce, Vranov nad Topľou, Slovakia";21,7359148;49,0454186
"1965";"Rajecké Teplice, Žilina, Slovakia";18,6827411;49,1282666
"1966";"Rakovčík, Svidník, Slovakia";21,5799749;49,2417822
"1967";"Rakovo, Martin, Slovakia";18,8798878;48,9890164
"1968";"Rankovce, Košice - okolie, Slovakia";21,4627247;48,8107692
"1969";"Rastislavice, Nové Zámky, Slovakia";18,0728714;48,1368517
"1970";"Ratkovo, Martin, Slovakia";19,0858656;49,1351656
"1971";"Ratnovce, Piešťany, Slovakia";17,8389346;48,5618284
"1972";"Ráztoka, Brezno, Slovakia";19,4013389;48,8201334
"1973";"Reľov, Kežmarok, Slovakia";20,3825566;49,2976253
"1974";"Repejov, Medzilaborce, Slovakia";21,8207718;49,2007494
"1975";"Revúca, Revúca, Slovakia";20,1138148;48,6834697
"1976";"Riečka, Banská Bystrica, Slovakia";19,0769635;48,7559011
"1977";"Rimavská Sobota, Rimavská Sobota, Slovakia";20,0195452;48,3812295
"1978";"Rišňovce, Nitra, Slovakia";17,8971483;48,3672845
"1979";"Rohožník, Malacky, Slovakia";17,1670972;48,4619372
"1980";"Rokytov pri Humennom, Humenné, Slovakia";21,9902727;49,1003491
"1981";"Roštár, Rožňava, Slovakia";20,3472376;48,6898908
"1982";"Rovné, Rimavská Sobota, Slovakia";20,0517378;48,5815628
"1983";"Rožkovany, Sabinov, Slovakia";20,9900719;49,1380819
"1984";"Roztoky, Svidník, Slovakia";21,4931709;49,3907041
"1985";"Rudinská, Kysucké Nové Mesto, Slovakia";18,7197262;49,3144007
"1986";"Rudnianska Lehota, Prievidza, Slovakia";18,4631925;48,8057831
"1987";"Rudno nad Hronom, Žarnovica, Slovakia";18,6852698;48,4269654
"1988";"Ruská, Michalovce, Slovakia";22,1411229;48,5282287
"1989";"Ruská Poruba, Humenné, Slovakia";21,7896847;49,1427028
"1990";"Ruskov, Košice - okolie, Slovakia";21,4323014;48,6818203
"1991";"Ruský Potok, Snina, Slovakia";22,4102669;49,0286245
"1992";"Rybany, Bánovce nad Bebravou, Slovakia";18,2565697;48,6694773
"1993";"Rykynčice, Krupina, Slovakia";18,9697123;48,1989306
"1994";"Sady nad Torysou, Košice - okolie, Slovakia";21,3460059;48,7075626
"1995";"Šalgočka, Galanta, Slovakia";17,8138435;48,3335626
"1996";"Šambron, Stará Ľubovňa, Slovakia";20,7495977;49,2255648
"1997";"Santovka, Levice, Slovakia";18,7659131;48,1562976
"1998";"Šarišská Trstená, Prešov, Slovakia";21,3851687;49,0864003
"1999";"Šarišské Jastrabie, Stará Ľubovňa, Slovakia";20,9092964;49,2416474
"2000";"Šarkan, Nové Zámky, Slovakia";18,5536318;47,8581683
"2001";"Sasinkovo, Hlohovec, Slovakia";17,8517859;48,372912
"2002";"Sazdice, Levice, Slovakia";18,7961961;48,0864142
"2003";"Seč, Prievidza, Slovakia";18,5030657;48,8204178
"2004";"Sedliacka Dubová, Dolný Kubín, Slovakia";19,4309409;49,2614046
"2005";"Sejkov, Sobrance, Slovakia";22,2219825;48,6807797
"2006";"Selce, Krupina, Slovakia";19,0427253;48,2552484
"2007";"Šelpice, Trnava, Slovakia";17,5296497;48,433099
"2008";"Seňa, Košice - okolie, Slovakia";21,2572586;48,558853
"2009";"Šenkvice, Pezinok, Slovakia";17,3454977;48,2980854
"2010";"Sereď, Galanta, Slovakia";17,7338455;48,2850786
"2011";"Sielnica, Zvolen, Slovakia";19,1127144;48,632851
"2012";"Sikenička, Nové Zámky, Slovakia";18,6818083;47,9351931
"2013";"Silická Jablonica, Rožňava, Slovakia";20,6145176;48,5599982
"2014";"Šípkov, Bánovce nad Bebravou, Slovakia";18,295646;48,8522931
"2015";"Širkovce, Rimavská Sobota, Slovakia";20,0895852;48,2880466
"2016";"Šivetice, Revúca, Slovakia";20,2755641;48,5812465
"2017";"Skalka nad Váhom, Trenčín, Slovakia";18,0727093;48,9272086
"2018";"Sklabiná, Veľký Krtíš, Slovakia";19,3578272;48,1574635
"2019";"Skrabské, Vranov nad Topľou, Slovakia";21,5778146;49,0080516
"2020";"Slanec, Košice - okolie, Slovakia";21,478234;48,6362995
"2021";"Slatina, Levice, Slovakia";18,9036176;48,1470777
"2022";"Slatvina, Spišská Nová Ves, Slovakia";20,8421849;48,9621984
"2023";"Slavoška, Rožňava, Slovakia";20,337932;48,7269882
"2024";"Sliač, Zvolen, Slovakia";19,1360232;48,6164496
"2025";"Slopná, Považská Bystrica, Slovakia";18,4069748;49,0503039
"2026";"Slovenská Nová Ves, Trnava, Slovakia";17,5352997;48,2920116
"2027";"Slovenské Kľačany, Veľký Krtíš, Slovakia";19,4495086;48,2647646
"2028";"Slovenský Grob, Pezinok, Slovakia";17,2779709;48,2560193
"2029";"Smižany, Spišská Nová Ves, Slovakia";20,5190866;48,9559755
"2030";"Smolník, Gelnica, Slovakia";20,739904;48,7300657
"2031";"Snežnica, Kysucké Nové Mesto, Slovakia";18,7923444;49,2575729
"2032";"Sobotište, Senica, Slovakia";17,4058985;48,7317202
"2033";"Sokoľany, Košice - okolie, Slovakia";21,2284553;48,6088941
"2034";"Solčany, Topoľčany, Slovakia";18,202916;48,5382141
"2035";"Sološnica, Malacky, Slovakia";17,2306138;48,4653521
"2036";"Šoporňa, Galanta, Slovakia";17,8142036;48,2533063
"2037";"Spišská Belá, Kežmarok, Slovakia";20,4557799;49,1885439
"2038";"Spišské Bystré, Poprad, Slovakia";20,2426333;48,9925391
"2039";"Spišské Vlachy, Spišská Nová Ves, Slovakia";20,7935806;48,9486559
"2040";"Spišský Štvrtok, Levoča, Slovakia";20,4678725;49,0020342
"2041";"Stanča, Trebišov, Slovakia";21,657798;48,5689796
"2042";"Stará Bystrica, Čadca, Slovakia";18,9403363;49,3469492
"2043";"Stará Lehota, Nové Mesto nad Váhom, Slovakia";17,9481931;48,6519207
"2044";"Stará Turá, Nové Mesto nad Váhom, Slovakia";17,6897947;48,7808322
"2045";"Starina, Stará Ľubovňa, Slovakia";20,8278993;49,3256771
"2046";"Staškovce, Stropkov, Slovakia";21,7548416;49,2798236
"2047";"Štefanov nad Oravou, Tvrdošín, Slovakia";19,5409325;49,3616542
"2048";"Štefanovičová, Nitra, Slovakia";18,086794;48,1851971
"2049";"Štiavnické Bane, Banská Štiavnica, Slovakia";18,8698009;48,4390881
"2050";"Štôla, Poprad, Slovakia";20,1406351;49,0923289
"2051";"Stráňavy, Žilina, Slovakia";18,8205393;49,1722621
"2052";"Stratená, Rožňava, Slovakia";20,3394727;48,8712414
"2053";"Štrba, Poprad, Slovakia";20,0799302;49,0589648
"2054";"Strekov, Nové Zámky, Slovakia";18,418191;47,9024059
"2055";"Streženice, Púchov, Slovakia";18,3059432;49,1087047
"2056";"Stropkov, Stropkov, Slovakia";21,6518049;49,2026115
"2057";"Stuľany, Bardejov, Slovakia";21,4055729;49,1432448
"2058";"Štvrtok, Trenčín, Slovakia";17,8819262;48,8201745
"2059";"Suchá Hora, Tvrdošín, Slovakia";19,790385;49,3658202
"2060";"Suché Brezovo, Veľký Krtíš, Slovakia";19,3587224;48,308556
"2061";"Šuja, Žilina, Slovakia";18,6297197;49,0709182
"2062";"Súľov - Hradná, Bytča, Slovakia";18,5881376;49,1646961
"2063";"Šurany, Nové Zámky, Slovakia";18,1792578;48,0884043
"2064";"Sušany, Poltár, Slovakia";19,889854;48,4104008
"2065";"Švábovce, Poprad, Slovakia";20,3562825;49,0269564
"2066";"Svätuše, Trebišov, Slovakia";21,9194206;48,4291753
"2067";"Svätý Peter, Komárno, Slovakia";18,2629718;47,8458438
"2068";"Sveržov, Bardejov, Slovakia";21,1579226;49,3358974
"2069";"Svinia, Prešov, Slovakia";21,1254325;49,0101633
"2070";"Svit, Poprad, Slovakia";20,2080173;49,0591265
"2071";"Svrčinovec, Čadca, Slovakia";18,7932533;49,4804689
"2072";"Ťapešovo, Námestovo, Slovakia";19,4492146;49,3730506
"2073";"Tehla, Levice, Slovakia";18,3864841;48,1849208
"2074";"Tekovské Nemce, Zlaté Moravce, Slovakia";18,5312172;48,3572424
"2075";"Temeš, Prievidza, Slovakia";18,4774492;48,8684926
"2076";"Teplý Vrch, Rimavská Sobota, Slovakia";20,1015224;48,4700414
"2077";"Terňa, Prešov, Slovakia";21,2376304;49,1099562
"2078";"Tibava, Sobrance, Slovakia";22,2093084;48,7412073
"2079";"Tisovec, Rimavská Sobota, Slovakia";19,9431853;48,6810949
"2080";"Tomášikovo, Galanta, Slovakia";17,6940191;48,0830428
"2081";"Tôň, Komárno, Slovakia";17,8390226;47,8042867
"2082";"Topoľnica, Galanta, Slovakia";17,7945449;48,171653
"2083";"Tornaľa, Revúca, Slovakia";20,3222421;48,4227901
"2084";"Tovarnianska Polianka, Vranov nad Topľou, Slovakia";21,77249;48,8993496
"2085";"Trávnik, Komárno, Slovakia";17,7983732;47,7763208
"2086";"Trebichava, Bánovce nad Bebravou, Slovakia";18,3002394;48,8218184
"2087";"Trenč, Lučenec, Slovakia";19,5787328;48,2243416
"2088";"Trenčianske Jastrabie, Trenčín, Slovakia";18,1116841;48,8013686
"2089";"Trenčín, Trenčín, Slovakia";18,0335209;48,884936
"2090";"Trnavá Hora, Žiar nad Hronom, Slovakia";18,9525525;48,5922969
"2091";"Tŕnie, Zvolen, Slovakia";19,0316889;48,6057764
"2092";"Trnovo, Martin, Slovakia";18,8605779;49,0166448
"2093";"Trstená, Tvrdošín, Slovakia";19,6106129;49,3598544
"2094";"Trstice, Galanta, Slovakia";17,8057116;48,0169535
"2095";"Tuhrina, Prešov, Slovakia";21,4062529;48,8977747
"2096";"Turany, Martin, Slovakia";19,036836;49,1166864
"2097";"Turčianska Štiavnička, Martin, Slovakia";19,0220347;49,0857725
"2098";"Turčiansky Ďur, Martin, Slovakia";18,8415167;48,9530337
"2099";"Turecká, Banská Bystrica, Slovakia";19,0877878;48,8485157
"2100";"Turňa nad Bodvou, Košice - okolie, Slovakia";20,8776599;48,6004045
"2101";"Tušice, Michalovce, Slovakia";21,7487671;48,7254963
"2102";"Tvrdomestice, Topoľčany, Slovakia";18,1339827;48,6380388
"2103";"Úbrež, Sobrance, Slovakia";22,1276191;48,7870199
"2104";"Uhliská, Levice, Slovakia";18,7527137;48,4025828
"2105";"Uhrovec, Bánovce nad Bebravou, Slovakia";18,3378885;48,744061
"2106";"Uličské Krivé, Snina, Slovakia";22,4381012;48,9913689
"2107";"Urmince, Topoľčany, Slovakia";18,0977631;48,5340035
"2108";"Uzovské Pekľany, Sabinov, Slovakia";21,0234904;49,0864271
"2109";"Váhovce, Galanta, Slovakia";17,7804958;48,2515972
"2110";"Valaská Belá, Prievidza, Slovakia";18,3967988;48,8873635
"2111";"Valentovce, Medzilaborce, Slovakia";21,9522429;49,1779673
"2112";"Vaniškovce, Bardejov, Slovakia";21,300289;49,163497
"2113";"Varhaňovce, Prešov, Slovakia";21,3642296;48,8558114
"2114";"Vavrinec, Vranov nad Topľou, Slovakia";21,5961355;49,0495678
"2115";"Večelkov, Rimavská Sobota, Slovakia";19,9346194;48,1625726
"2116";"Veličná, Dolný Kubín, Slovakia";19,244737;49,205297
"2117";"Veľká Dolina, Nitra, Slovakia";18,0321135;48,1837644
"2118";"Veľká Lehota, Žarnovica, Slovakia";18,5593774;48,4580337
"2119";"Veľká Lúka, Zvolen, Slovakia";19,16827;48,629669
"2120";"Veľká Tŕňa, Trebišov, Slovakia";21,6785973;48,4677347
"2121";"Veľké Blahovo, Dunajská Streda, Slovakia";17,5795737;48,0099792
"2122";"Veľké Dravce, Lučenec, Slovakia";19,8397266;48,3459791
"2123";"Veľké Hoste, Bánovce nad Bebravou, Slovakia";18,15852;48,6791859
"2124";"Veľké Kozmálovce, Levice, Slovakia";18,5369847;48,272199
"2125";"Veľké Ludince, Levice, Slovakia";18,5089229;47,9635271
"2126";"Veľké Raškovce, Michalovce, Slovakia";21,9107778;48,5554104
"2127";"Veľké Slemence, Michalovce, Slovakia";22,1470467;48,5095927
"2128";"Veľké Turovce, Levice, Slovakia";18,9457578;48,107957
"2129";"Veľké Zálužie, Nitra, Slovakia";17,9389925;48,3095662
"2130";"Veľký Blh, Rimavská Sobota, Slovakia";20,1170115;48,4450087
"2131";"Veľký Folkmar, Gelnica, Slovakia";21,0136797;48,8565497
"2132";"Veľký Klíž, Partizánske, Slovakia";18,3666105;48,5511227
"2133";"Veľký Lipník, Stará Ľubovňa, Slovakia";20,502978;49,3736817
"2134";"Veľký Slavkov, Poprad, Slovakia";20,2794889;49,095765
"2135";"Vernár, Poprad, Slovakia";20,2705818;48,9178564
"2136";"Vieska, Dunajská Streda, Slovakia";17,5282267;48,0027964
"2137";"Vígľaš, Detva, Slovakia";19,2882078;48,5549522
"2138";"Viničky, Trebišov, Slovakia";21,7434843;48,3985289
"2139";"Vinohrady nad Váhom, Galanta, Slovakia";17,7606655;48,3186988
"2140";"Vislava, Stropkov, Slovakia";21,662418;49,2786003
"2141";"Višňové, Revúca, Slovakia";20,1864905;48,5157572
"2142";"Víťaz, Prešov, Slovakia";20,9546432;48,9711652
"2143";"Vlachovo, Rožňava, Slovakia";20,41181;48,7732189
"2144";"Vlčkovce, Trnava, Slovakia";17,6523853;48,3096536
"2145";"Vlkovce, Kežmarok, Slovakia";20,4991912;49,0492704
"2146";"Vojany, Michalovce, Slovakia";21,9875696;48,5702197
"2147";"Vojkovce, Spišská Nová Ves, Slovakia";20,861263;48,9551907
"2148";"Voľa, Michalovce, Slovakia";21,8505457;48,8445327
"2149";"Vozokany, Galanta, Slovakia";17,6886767;48,1021792
"2150";"Vrakúň, Dunajská Streda, Slovakia";17,6050835;47,9370789
"2151";"Vrbová nad Váhom, Komárno, Slovakia";18,0507851;47,8488615
"2152";"Vrchteplá, Považská Bystrica, Slovakia";18,5629331;49,1301432
"2153";"Vtáčkovce, Košice - okolie, Slovakia";21,3795616;48,8430745
"2154";"Vydrany, Dunajská Streda, Slovakia";17,5864111;48,0212108
"2155";"Výrava, Medzilaborce, Slovakia";22,0056221;49,1916705
"2156";"Vyšná Hutka, Košice - okolie, Slovakia";21,3541777;48,6754262
"2157";"Vyšná Myšľa, Košice - okolie, Slovakia";21,3875266;48,6341487
"2158";"Vyšná Rybnica, Sobrance, Slovakia";22,1770352;48,821592
"2159";"Vyšná Voľa, Bardejov, Slovakia";21,3617916;49,2495521
"2160";"Vyšné Remety, Sobrance, Slovakia";22,1666315;48,8261128
"2161";"Vyšný Čaj, Košice - okolie, Slovakia";21,3994021;48,6838805
"2162";"Vyšný Klátov, Košice - okolie, Slovakia";21,1241041;48,7445296
"2163";"Vyšný Medzev, Košice - okolie, Slovakia";20,9022387;48,7136457
"2164";"Vyšný Slavkov, Levoča, Slovakia";20,8530295;49,073444
"2165";"Vysoká, Banská Štiavnica, Slovakia";18,7904409;48,4124681
"2166";"Vysoká pri Morave, Malacky, Slovakia";16,9121254;48,3299361
"2167";"Žabokreky nad Nitrou, Partizánske, Slovakia";18,3026809;48,6263002
"2168";"Zádiel, Košice - okolie, Slovakia";20,8328211;48,6138303
"2169";"Záhorie (vojenský obvod), Malacky, Slovakia";17,2432733;48,544291
"2170";"Žakarovce, Gelnica, Slovakia";20,9245053;48,8787807
"2171";"Zálesie, Senec, Slovakia";17,2741592;48,1674072
"2172";"Zamarovce, Trenčín, Slovakia";18,0509547;48,9093114
"2173";"Žarnovica, Žarnovica, Slovakia";18,7217034;48,4833487
"2174";"Závada, Topoľčany, Slovakia";18,0854834;48,6412704
"2175";"Závadka, Gelnica, Slovakia";20,6188225;48,8664992
"2176";"Závažná Poruba, Liptovský Mikuláš, Slovakia";19,6491611;49,0538247
"2177";"Zbehy, Nitra, Slovakia";18,0134253;48,3668511
"2178";"Zborov, Bardejov, Slovakia";21,3073329;49,3701614
"2179";"Zbudské Dlhé, Humenné, Slovakia";21,9613944;49,0750278
"2180";"Ždiar, Poprad, Slovakia";20,2734093;49,2713457
"2181";"Železná Breznica, Zvolen, Slovakia";19,0123957;48,6170526
